t(s),roll(rad),pitch(rad),yaw(rad),roll(deg),pitch(deg),yaw(deg)
554431.4995605000,0.0055180302,-0.0112442963,0.2027563968,0.3161598394,-0.6442507233,11.6170858069
554432.4995784999,0.0054693115,-0.0112134543,0.2311664048,0.3133684635,-0.6424836032,13.2448593613
554433.4995965000,0.0055179028,-0.0111896626,0.2306723483,0.3161525407,-0.6411204400,13.2165520061
554434.4996145000,0.0055363418,-0.0111959179,0.2037147106,0.3172090204,-0.6414788422,11.6719931435
554435.4996325000,0.0054995586,-0.0111955226,0.2131314314,0.3151014973,-0.6414561929,12.2115315001
554436.4996505000,0.0054817688,-0.0111949414,0.1989465498,0.3140822190,-0.6414228932,11.3987976545
554437.4996685000,0.0055178595,-0.0112017633,0.2010083250,0.3161500637,-0.6418137588,11.5169286714
554438.4996865001,0.0054509948,-0.0111588019,0.1929937110,0.3123189959,-0.6393522555,11.0577251102
554439.4997055000,0.0055119846,-0.0112196576,0.2338612446,0.3158134548,-0.6428390270,13.3992623091
554440.4997235000,0.0055115244,-0.0111960927,0.1833356502,0.3157870896,-0.6414888575,10.5043589922
554441.4997415000,0.0055363830,-0.0112326701,0.2140829035,0.3172113811,-0.6435845910,12.2660468370
554442.4997595000,0.0054631093,-0.0112252979,0.2202726330,0.3130131078,-0.6431621912,12.6206922147
554443.4997775001,0.0055605704,-0.0111898704,0.1739911747,0.3185972170,-0.6411323468,9.9689599816
554444.4997955000,0.0054996586,-0.0111894624,0.1913301987,0.3151072241,-0.6411089725,10.9624128773
554445.4998135000,0.0055302320,-0.0112261292,0.2181306949,0.3168589533,-0.6432098223,12.4979681981
554446.4998315000,0.0054996846,-0.0112137693,0.2078795882,0.3151087140,-0.6425016506,11.9106230510
554447.4998500000,0.0055176867,-0.0112199949,0.1902569428,0.3161401605,-0.6428583541,10.9009198428
554448.4998675000,0.0055302747,-0.0112383719,0.2059461336,0.3168614026,-0.6439112776,11.7998442628
554449.4998860001,0.0054816218,-0.0112132942,0.1737278330,0.3140737920,-0.6424744300,9.9538716172
554450.4999045000,0.0055241079,-0.0112138469,0.1936829880,0.3165080661,-0.6425061005,11.0972177780
554451.4999225000,0.0055057211,-0.0111954753,0.2165510035,0.3154545828,-0.6414534869,12.4074585526
554452.4999405000,0.0054817632,-0.0112316957,0.2193592155,0.3140818936,-0.6435287607,12.5683572461
554453.4999585000,0.0055301592,-0.0112324025,0.2069879599,0.3168547847,-0.6435692552,11.8595365139
554454.4999774999,0.0054940436,-0.0112079989,0.1959332130,0.3147855121,-0.6421710341,11.2261461697
554455.4999945000,0.0055060587,-0.0112313103,0.2051680551,0.3154739258,-0.6435066798,11.7552636462
554456.5000125000,0.0055118122,-0.0111832762,0.2142094262,0.3158035764,-0.6407545280,12.2732960544
554457.5000305000,0.0055178734,-0.0111772034,0.1824121923,0.3161508595,-0.6404065824,10.4514487510
554458.5000485000,0.0055059722,-0.0112563735,0.2121850376,0.3154689669,-0.6449426938,12.1573071313
554459.5000670000,0.0055239830,-0.0111955813,0.2056089100,0.3165009108,-0.6414595590,11.7805227746
554460.5000855001,0.0054691970,-0.0112317225,0.2126073753,0.3133619059,-0.6435302946,12.1815053008
554461.5001035000,0.0054994338,-0.0111960158,0.1944210857,0.3150943468,-0.6414844499,11.1395076613
554462.5001215000,0.0055185545,-0.0112196143,0.2037839457,0.3161898815,-0.6428365487,11.6759600203
554463.5001395000,0.0054874293,-0.0111771699,0.1893961300,0.3144065413,-0.6404046640,10.8515989048
554464.5001575000,0.0055121694,-0.0112199741,0.2025278695,0.3158240417,-0.6428571602,11.6039921573
554465.5001755001,0.0055241487,-0.0111958621,0.1980967996,0.3165104040,-0.6414756437,11.3501105538
554466.5001935000,0.0054999655,-0.0112320663,0.2111765084,0.3151248097,-0.6435499947,12.0995226657
554467.5002115000,0.0055481722,-0.0111956554,0.1857728337,0.3178868536,-0.6414638045,10.6439993192
554468.5002295000,0.0055302251,-0.0111647159,0.1948233612,0.3168585590,-0.6396910980,11.1625563454
554469.5002480000,0.0055116117,-0.0112202325,0.2064671279,0.3157920899,-0.6428719683,11.8296950361
554470.5002665001,0.0055056984,-0.0112198687,0.2330256081,0.3154532821,-0.6428511260,13.3513838601
554471.5002855000,0.0055302652,-0.0111835091,0.2182000744,0.3168608537,-0.6407678742,12.5019433500
554472.5003025000,0.0055177038,-0.0112259988,0.2142472911,0.3161411380,-0.6432023496,12.2754655500
554473.5003205000,0.0055119688,-0.0112140882,0.2063411208,0.3158125500,-0.6425199249,11.8224753631
554474.5003400000,0.0055239328,-0.0111894995,0.1905758390,0.3164980374,-0.6411110943,10.9191912526
554475.5003565000,0.0055242503,-0.0112194300,0.2199169115,0.3165162271,-0.6428259850,12.6003108711
554476.5003750001,0.0054876557,-0.0111831188,0.1883840490,0.3144195101,-0.6407455090,10.7936109351
554477.5003925000,0.0055364315,-0.0112137985,0.2380181498,0.3172141603,-0.6425033240,13.6374354288
554478.5004105000,0.0054813020,-0.0112502619,0.2209411720,0.3140554690,-0.6445925234,12.6589966739
554479.5004290000,0.0055244246,-0.0112320266,0.2121415698,0.3165262139,-0.6435477214,12.1548166097
554480.5004475000,0.0054813975,-0.0112074345,0.2124671531,0.3140609402,-0.6421386962,12.1734711593
554481.5004654999,0.0055181500,-0.0111830460,0.2419748995,0.3161667059,-0.6407413392,13.8641404919
554482.5004835000,0.0055484471,-0.0111896534,0.2336720677,0.3179025999,-0.6411199138,13.3884232689
554483.5005015000,0.0055182067,-0.0112139992,0.2011121795,0.3161699552,-0.6425148266,11.5228790948
554484.5005195000,0.0055120459,-0.0111895294,0.1796592568,0.3158169655,-0.6411128075,10.2937171672
554485.5005375000,0.0055483923,-0.0112016661,0.1898564552,0.3178994594,-0.6418081924,10.8779735955
554486.5005555000,0.0055362721,-0.0112081994,0.2306670129,0.3172050282,-0.6421825229,13.2162463149
554487.5005735001,0.0055365785,-0.0112197197,0.1988922274,0.3172225783,-0.6428425880,11.3956852067
554488.5005915000,0.0055123017,-0.0111706275,0.2059558212,0.3158316252,-0.6400298108,11.8003993205
554489.5006095000,0.0055057434,-0.0112075828,0.2261977657,0.3154558618,-0.6421471955,12.9601773075
554490.5006285000,0.0055362937,-0.0112017503,0.2289115615,0.3172062659,-0.6418130170,13.1156663584
554491.5006465000,0.0054936569,-0.0112259399,0.2129171303,0.3147633521,-0.6431989750,12.1992529539
554492.5006645001,0.0055060953,-0.0111952315,0.1940593843,0.3154760217,-0.6414395151,11.1187836974
554493.5006825000,0.0055177432,-0.0112445395,0.1948160934,0.3161433961,-0.6442646583,11.1621399305
554494.5007005000,0.0055179560,-0.0112382965,0.2406044405,0.3161555927,-0.6439069575,13.7856189702
554495.5007190000,0.0054694391,-0.0112130792,0.2257651954,0.3133757772,-0.6424621149,12.9353928564
554496.5007365000,0.0055059588,-0.0111831073,0.2202487721,0.3154682012,-0.6407448526,12.6193250848
554497.5007545000,0.0055242935,-0.0112012509,0.2203692886,0.3165187040,-0.6417844026,12.6262301720
554498.5007724999,0.0055420187,-0.0112018523,0.2089216737,0.3175342834,-0.6418188613,11.9703301502
554499.5007905000,0.0054878387,-0.0111649030,0.2178962623,0.3144299989,-0.6397018195,12.4845362034
554500.5008090000,0.0055179549,-0.0112014070,0.2234017729,0.3161555289,-0.6417933479,12.7999787241
554501.5008275000,0.0055243239,-0.0112012081,0.2197975501,0.3165204439,-0.6417819520,12.5934719658
554502.5008455000,0.0054996481,-0.0112076535,0.2006325685,0.3151066259,-0.6421512444,11.4953994095
554503.5008634999,0.0054813057,-0.0112075867,0.2116972103,0.3140556832,-0.6421474191,12.1293566863
554504.5008815000,0.0055178217,-0.0112201369,0.2166016188,0.3161478935,-0.6428664907,12.4103585916
554505.5008995000,0.0054875348,-0.0112321665,0.1976179057,0.3144125833,-0.6435557365,11.3226719545
554506.5009175000,0.0055119526,-0.0112017466,0.2037057083,0.3158116232,-0.6418128007,11.6714773485
554507.5009355000,0.0055118847,-0.0112070639,0.1953899055,0.3158077328,-0.6421174615,11.1950169439
554508.5009535000,0.0055058125,-0.0112200608,0.2264542770,0.3154598213,-0.6428621273,12.9748743229
554509.5009715001,0.0054813264,-0.0112322813,0.2156802269,0.3140568686,-0.6435623103,12.3575667233
554510.5009905000,0.0054817272,-0.0111953931,0.1974149909,0.3140798308,-0.6414487769,11.3110457886
554511.5010085000,0.0055300314,-0.0112510158,0.1930839137,0.3168474602,-0.6446357217,11.0628933441
554512.5010265000,0.0055422948,-0.0112203536,0.2085856972,0.3175501000,-0.6428789046,11.9510801183
554513.5010445000,0.0055058176,-0.0111894658,0.2180397921,0.3154601094,-0.6411091655,12.4927598534
554514.5010625001,0.0055122886,-0.0112258661,0.1972568297,0.3158308725,-0.6431947462,11.3019838207
554515.5010805000,0.0054630644,-0.0111771180,0.1923573671,0.3130105311,-0.6404016878,11.0212652946
554516.5010985000,0.0055060679,-0.0112078813,0.2014675925,0.3154744519,-0.6421642937,11.5432427615
554517.5011165000,0.0055058568,-0.0112140105,0.1642095584,0.3154623589,-0.6425154743,9.4085146544
554518.5011345000,0.0055058980,-0.0112203099,0.1917281557,0.3154647186,-0.6428764042,10.9852141338
554519.5011525000,0.0054811257,-0.0112199487,0.2042966663,0.3140453679,-0.6428557041,11.7053367454
554520.5011710000,0.0055063178,-0.0111950755,0.2109428898,0.3154887699,-0.6414305749,12.0861373052
554521.5011895000,0.0055117885,-0.0112570174,0.2176363442,0.3158022161,-0.6449795880,12.4696439895
554522.5012075000,0.0055180360,-0.0112079951,0.2239178313,0.3161601758,-0.6421708172,12.8295466932
554523.5012255000,0.0055485996,-0.0112202459,0.2182121762,0.3179113367,-0.6428727348,12.5026367337
554524.5012459999,0.0055240004,-0.0112507496,0.2026098369,0.3165019075,-0.6446204696,11.6086885425
554525.5012610001,0.0054815853,-0.0112020105,0.1791818348,0.3140717030,-0.6418279231,10.2663629012
554526.5012790000,0.0054873389,-0.0112140762,0.2212230098,0.3144013577,-0.6425192373,12.6751447918
554527.5012970000,0.0054875107,-0.0112381831,0.2123952444,0.3144112019,-0.6439004636,12.1693510902
554528.5013150000,0.0054934864,-0.0112140362,0.2282448754,0.3147535827,-0.6425169451,13.0774680553
554529.5013330000,0.0055240603,-0.0112083178,0.2096310916,0.3165053391,-0.6421893044,12.0109768047
554530.5013514999,0.0055057350,-0.0111956785,0.2161008871,0.3154553772,-0.6414651246,12.3816687805
554531.5013700000,0.0055181928,-0.0112202939,0.2091815062,0.3161691572,-0.6428754858,11.9852174550
554532.5013880000,0.0054936005,-0.0112262283,0.1880645962,0.3147601234,-0.6432155036,10.7753076399
554533.5014060000,0.0054934870,-0.0112078759,0.2152173971,0.3147536216,-0.6421639873,12.3310485336
554534.5014240000,0.0054936940,-0.0112196647,0.1990216839,0.3147654787,-0.6428394362,11.4031025197
554535.5014420000,0.0054933583,-0.0112200392,0.2065245976,0.3147462475,-0.6428608934,11.8329878096
554536.5014599999,0.0055178253,-0.0111832486,0.2001972158,0.3161481004,-0.6407529443,11.4704555331
554537.5014780000,0.0054939646,-0.0112135534,0.2042197518,0.3147809831,-0.6424892836,11.7009298701
554538.5014960000,0.0055240501,-0.0111954759,0.2010936909,0.3165047555,-0.6414535210,11.5218197765
554539.5015140000,0.0055364485,-0.0112018150,0.2059418982,0.3172151316,-0.6418167210,11.7996015928
554540.5015325000,0.0055123145,-0.0112258440,0.1760431316,0.3158323562,-0.6431934829,10.0865284516
554541.5015509999,0.0055118577,-0.0112019424,0.2197509001,0.3158061858,-0.6418240227,12.5907991218
554542.5015690000,0.0055486818,-0.0112080553,0.2010164857,0.3179160495,-0.6421742628,11.5173962406
554543.5015870000,0.0054936059,-0.0112445959,0.2144663861,0.3147604307,-0.6442678866,12.2880187714
554544.5016050000,0.0054814195,-0.0111958837,0.2129951395,0.3140622006,-0.6414768851,12.2037225497
554545.5016230000,0.0055182583,-0.0112445208,0.2201370938,0.3161729110,-0.6442635826,12.6129263872
554546.5016410000,0.0055176936,-0.0112083447,0.1985804993,0.3161405538,-0.6421908474,11.3778245010
554547.5016590001,0.0054752097,-0.0112133398,0.2292371690,0.3137064089,-0.6424770439,13.1343222923
554548.5016770000,0.0054995071,-0.0112081345,0.2239893306,0.3150985483,-0.6421788030,12.8336433008
554549.5016950000,0.0055176305,-0.0111837743,0.2312587252,0.3161369401,-0.6407830685,13.2501489303
554550.5017130000,0.0054998003,-0.0112136857,0.1772560482,0.3151153455,-0.6424968661,10.1560234565
554551.5017320000,0.0055056393,-0.0112078162,0.1872802918,0.3154498974,-0.6421605636,10.7303703068
554552.5017504999,0.0055239912,-0.0112136576,0.2073870350,0.3165013821,-0.6424952524,11.8824018290
554553.5017680000,0.0054758369,-0.0112009661,0.1855281229,0.3137423415,-0.6417680854,10.6299784254
554554.5017860000,0.0055059826,-0.0112014247,0.2048658543,0.3154695660,-0.6417943626,11.7379488179
554555.5018040000,0.0055362297,-0.0111955762,0.2056898563,0.3172025969,-0.6414592632,11.7851606564
554556.5018220000,0.0055120854,-0.0112323654,0.1976416323,0.3158192272,-0.6435671316,11.3240313862
554557.5018400000,0.0054936798,-0.0112018979,0.2052063887,0.3147646663,-0.6418214744,11.7574600017
554558.5018579999,0.0055423289,-0.0112267099,0.1862415000,0.3175520556,-0.6432430968,10.6708519215
554559.5018765000,0.0055120224,-0.0112321544,0.2104603209,0.3158156173,-0.6435550447,12.0584881439
554560.5018950000,0.0054934023,-0.0112252748,0.2238100935,0.3147487688,-0.6431608723,12.8233737675
554561.5019130000,0.0055242319,-0.0111831980,0.2067788461,0.3165151740,-0.6407500451,11.8475551764
554562.5019310000,0.0054814739,-0.0111585826,0.1773605714,0.3140653187,-0.6393396886,10.1620121927
554563.5019489999,0.0055241458,-0.0112077000,0.1925188730,0.3165102412,-0.6421539081,11.0305188988
554564.5019670000,0.0055117756,-0.0112377946,0.1991725975,0.3158014778,-0.6438781997,11.4117492335
554565.5019850000,0.0055123193,-0.0112142976,0.2197599872,0.3158326311,-0.6425319245,12.5913197734
554566.5020030000,0.0055121332,-0.0112010305,0.2054187300,0.3158219688,-0.6417717732,11.7696262609
554567.5020210000,0.0055119749,-0.0112017995,0.2025814368,0.3158129008,-0.6418158347,11.6070613379
554568.5020390000,0.0055060068,-0.0112201068,0.1926592517,0.3154709515,-0.6428647636,11.0385620068
554569.5020570001,0.0055179288,-0.0112079143,0.2054227275,0.3161540304,-0.6421661879,11.7698553018
554570.5020755000,0.0055544850,-0.0112020989,0.2175720739,0.3182485470,-0.6418329903,12.4659615743
554571.5020930000,0.0055122016,-0.0111894817,0.1712379538,0.3158258870,-0.6411100740,9.8112120450
554572.5021120000,0.0055368073,-0.0112142593,0.2304721582,0.3172356920,-0.6425297286,13.2050819584
554573.5021300000,0.0055423964,-0.0112073630,0.2195225671,0.3175559206,-0.6421346012,12.5777166000
554574.5021480001,0.0054935581,-0.0112018773,0.2052782147,0.3147576932,-0.6418202896,11.7615753258
554575.5021660000,0.0054873599,-0.0111955749,0.2293467187,0.3144025637,-0.6414591895,13.1405990272
554576.5021840000,0.0055181125,-0.0112322933,0.2167879853,0.3161645554,-0.6435629990,12.4210366048
554577.5022020000,0.0054936729,-0.0112139653,0.2016683202,0.3147642732,-0.6425128832,11.5547436118
554578.5022200000,0.0055060247,-0.0111895108,0.2416157580,0.3154719771,-0.6411117421,13.8435631997
554579.5022380000,0.0054877915,-0.0111832706,0.2041310061,0.3144272926,-0.6407542043,11.6958451149
554580.5022559999,0.0055056557,-0.0112324695,0.1851704813,0.3154508323,-0.6435730952,10.6094870717
554581.5022750000,0.0054876125,-0.0112261209,0.2045208335,0.3144170354,-0.6432093506,11.7181805813
554582.5022930000,0.0055485975,-0.0111835556,0.1971760146,0.3179112172,-0.6407705350,11.2973534593
554583.5023110000,0.0054874322,-0.0112262175,0.2037688637,0.3144067078,-0.6432148850,11.6750958873
554584.5023300000,0.0055180912,-0.0111957903,0.1850241863,0.3161633394,-0.6414715327,10.6011049801
554585.5023474999,0.0055307644,-0.0112201914,0.2552475387,0.3168894577,-0.6428696106,14.6246066999
554586.5023650000,0.0055304162,-0.0111767884,0.2395812551,0.3168695065,-0.6403828051,13.7269947648
554587.5023830000,0.0055055949,-0.0112204121,0.2155196527,0.3154473535,-0.6428822566,12.3483665034
554588.5024010000,0.0054506928,-0.0112507024,0.2150604638,0.3123016925,-0.6446177631,12.3220569177
554589.5024190000,0.0055182164,-0.0112018136,0.1982769421,0.3161705084,-0.6418166396,11.3604319550
554590.5024370000,0.0055059673,-0.0112141692,0.2068369162,0.3154686858,-0.6425245671,11.8508823435
554591.5024550000,0.0055238647,-0.0111835991,0.2149506523,0.3164941367,-0.6407730295,12.3157651813
554592.5024735000,0.0054510189,-0.0111950005,0.2001526543,0.3123203789,-0.6414262780,11.4679023515
554593.4999919999,0.0055177805,-0.0112088425,0.2166022470,0.3161455338,-0.6422193709,12.4103945834
554594.4975105000,0.0054692940,-0.0111895654,0.1981190464,0.3133674623,-0.6411148745,11.3513852001
554595.4975285000,0.0054934268,-0.0112013989,0.2148901489,0.3147501705,-0.6417928815,12.3122985930
554596.4975465001,0.0055056654,-0.0112021134,0.2150301306,0.3154513931,-0.6418338187,12.3203189527
554597.4975645000,0.0055246057,-0.0112014165,0.2040273330,0.3165365908,-0.6417938881,11.6899050890
554598.4975825000,0.0055119898,-0.0111834034,0.2392986473,0.3158137498,-0.6407618134,13.7108025314
554599.4976005000,0.0054997202,-0.0112324451,0.2016804712,0.3151107556,-0.6435716961,11.5554398099
554600.4976185000,0.0054995879,-0.0112204438,0.2098767587,0.3151031732,-0.6428840753,12.0250524911
554601.4976365000,0.0054812049,-0.0111956885,0.1950864590,0.3140499054,-0.6414656998,11.1776307400
554602.4976550000,0.0055664436,-0.0112085330,0.2232838811,0.3189337267,-0.6422016368,12.7932240229
554603.4976725000,0.0054756121,-0.0111893847,0.2314670458,0.3137294655,-0.6411045167,13.2620848232
554604.4976915000,0.0055119251,-0.0112136334,0.1959929373,0.3158100459,-0.6424938671,11.2295681233
554605.4977095000,0.0055118777,-0.0112019841,0.2035766494,0.3158073268,-0.6418264120,11.6640828168
554606.4977275000,0.0055055236,-0.0112202209,0.2024131529,0.3154432651,-0.6428713053,11.5974193789
554607.4977454999,0.0054998180,-0.0111897730,0.2059079712,0.3151163598,-0.6411267660,11.7976577166
554608.4977635000,0.0055361276,-0.0112076337,0.1788608196,0.3171967462,-0.6421501115,10.2479700831
554609.4977820000,0.0055120702,-0.0112020093,0.2220431207,0.3158183583,-0.6418278559,12.7221336883
554610.4977995000,0.0055000690,-0.0111954875,0.1887217364,0.3151307426,-0.6414541807,10.8129590001
554611.4978185000,0.0054997144,-0.0112079628,0.1893947342,0.3151104234,-0.6421689663,10.8515189326
554612.4978354999,0.0055486373,-0.0112140684,0.1894500628,0.3179135012,-0.6425187917,10.8546890294
554613.4978535000,0.0055241425,-0.0112264992,0.1853741632,0.3165100520,-0.6432310220,10.6211571837
554614.4978725000,0.0054874537,-0.0111957182,0.2140792705,0.3144079379,-0.6414674010,12.2658386793
554615.4978905000,0.0055301110,-0.0112081912,0.2009661800,0.3168520233,-0.6421820511,11.5145139361
554616.4979085000,0.0054870939,-0.0112081677,0.2089809772,0.3143873244,-0.6421807062,11.9737279944
554617.4979265000,0.0055301694,-0.0112199029,0.2182408792,0.3168553668,-0.6428530804,12.5042812947
554618.4979445001,0.0055058874,-0.0111891914,0.2103504445,0.3154641079,-0.6410934443,12.0521926873
554619.4979625000,0.0054996348,-0.0112077489,0.2122773566,0.3151058623,-0.6421567093,12.1625966182
554620.4979805000,0.0054996907,-0.0112199039,0.2186614657,0.3151090643,-0.6428531377,12.5283791254
554621.4979985000,0.0054630717,-0.0111829439,0.1981813449,0.3130109523,-0.6407354868,11.3549546427
554622.4980170000,0.0054509629,-0.0112015757,0.2069985774,0.3123171663,-0.6418030141,11.8601448529
554623.4980345001,0.0055359986,-0.0112261013,0.2278258347,0.3171893524,-0.6432082277,13.0534587936
554624.4980525000,0.0054995065,-0.0112020566,0.2314757201,0.3150985123,-0.6418305653,13.2625818231
554625.4980715000,0.0054997321,-0.0111895627,0.2056370498,0.3151114377,-0.6411147182,11.7821350624
554626.4980895000,0.0054936584,-0.0112142946,0.1954301626,0.3147634387,-0.6425317500,11.1973235089
554627.4981075000,0.0055117315,-0.0112140282,0.2198605141,0.3157989549,-0.6425164876,12.5970795417
554628.4981255000,0.0055366408,-0.0112021135,0.2156634638,0.3172261531,-0.6418338245,12.3566062704
554629.4981434999,0.0055480936,-0.0112143194,0.2313977696,0.3178823485,-0.6425331734,13.2581155843
554630.4981615000,0.0055486153,-0.0112198291,0.2304128067,0.3179122383,-0.6428488545,13.2016813684
554631.4981795000,0.0055118906,-0.0112140660,0.2391156158,0.3158080710,-0.6425186557,13.7003156030
554632.4981975000,0.0054994244,-0.0111837085,0.2175869846,0.3150938061,-0.6407792952,12.4668158928
554633.4982155000,0.0054936525,-0.0112079190,0.1920909676,0.3147631047,-0.6421664539,11.0060017286
554634.4982334999,0.0055241277,-0.0112078504,0.2181418262,0.3165092015,-0.6421625232,12.4986059751
554635.4982525000,0.0055244129,-0.0112323080,0.1971118810,0.3165255411,-0.6435638449,11.2936788749
554636.4982705000,0.0054690940,-0.0111646988,0.1995753045,0.3133560012,-0.6396901201,11.4348226428
554637.4982885000,0.0055303385,-0.0111893448,0.2109898172,0.3168650573,-0.6411022318,12.0888260439
554638.4983065000,0.0055422784,-0.0112265138,0.1962016863,0.3175491620,-0.6432318613,11.2415285572
554639.4983244999,0.0055056563,-0.0111958664,0.2105190253,0.3154508680,-0.6414758924,12.0618516576
554640.4983425001,0.0054934201,-0.0112081026,0.2368516089,0.3147497894,-0.6421769754,13.5705975594
554641.4983605000,0.0055306691,-0.0112504731,0.1861138586,0.3168839995,-0.6446046273,10.6635386093
554642.4983785000,0.0055298693,-0.0112140398,0.2259923731,0.3168381713,-0.6425171522,12.9484091807
554643.4983965000,0.0055122294,-0.0112069475,0.2104314398,0.3158274826,-0.6421107927,12.0568333758
554644.4984145000,0.0055302098,-0.0112139824,0.2318829312,0.3168576835,-0.6425138650,13.2859132966
554645.4984329999,0.0055179326,-0.0112018541,0.2283600601,0.3161542475,-0.6418189633,13.0840676529
554646.4984510000,0.0055487618,-0.0112017402,0.1762078024,0.3179206315,-0.6418124368,10.0959633954
554647.4984690000,0.0055179771,-0.0112384788,0.2056739024,0.3161567971,-0.6439174025,11.7842465632
554648.4984875000,0.0055238771,-0.0111836161,0.2159589439,0.3164948470,-0.6407740013,12.3735360325
554649.4985055000,0.0055669702,-0.0111953743,0.1982397375,0.3189638962,-0.6414476998,11.3583002921
554650.4985235000,0.0054749568,-0.0112261720,0.1866161467,0.3136919185,-0.6432122767,10.6923175950
554651.4985415000,0.0055058425,-0.0112198375,0.1861040182,0.3154615405,-0.6428493334,10.6629747936
554652.4985595000,0.0054996857,-0.0112137543,0.2025363203,0.3151087798,-0.6425007956,11.6044763527
554653.4985775000,0.0055181394,-0.0112441969,0.1909886040,0.3161661006,-0.6442450276,10.9428409415
554654.4985955000,0.0054810745,-0.0112016448,0.2156281193,0.3140424350,-0.6418069683,12.3545811797
554655.4986140000,0.0055240591,-0.0112262917,0.2153807641,0.3165052749,-0.6432191357,12.3404087685
554656.4986324999,0.0055120817,-0.0112196335,0.1941255115,0.3158190173,-0.6428376485,11.1225725030
554657.4986505000,0.0054938122,-0.0112016925,0.2128261875,0.3147722530,-0.6418097048,12.1940423111
554658.4986690000,0.0055421548,-0.0112326261,0.1954778877,0.3175420777,-0.6435820684,11.2000579541
554659.4986865000,0.0054998660,-0.0111956246,0.2102124367,0.3151191114,-0.6414620398,12.0442854218
554660.4987045000,0.0055178583,-0.0112322521,0.2251707729,0.3161499928,-0.6435606373,12.9013349546
554661.4987224999,0.0054878680,-0.0111769961,0.1976930356,0.3144316727,-0.6403947056,11.3269765798
554662.4987405000,0.0055181253,-0.0111648862,0.2091621053,0.3161652915,-0.6397008562,11.9841058663
554663.4987585000,0.0054814784,-0.0112016207,0.2024419651,0.3140655781,-0.6418055904,11.5990701983
554664.4987765000,0.0055240656,-0.0112264251,0.2234992192,0.3165056469,-0.6432267777,12.8055619871
554665.4987945000,0.0054752810,-0.0112323339,0.1949101599,0.3137104927,-0.6435653238,11.1675295446
554666.4988130000,0.0055179831,-0.0111959201,0.2161353643,0.3161571416,-0.6414789701,12.3836441797
554667.4988315001,0.0055241374,-0.0112324027,0.2022898400,0.3165097576,-0.6435692665,11.5903540694
554668.4988495000,0.0054996122,-0.0111961215,0.2149489175,0.3151045695,-0.6414905096,12.3156657809
554669.4988675000,0.0054937475,-0.0112132660,0.2099179208,0.3147685427,-0.6424728157,12.0274109051
554670.4988855000,0.0055057354,-0.0112446743,0.2214506318,0.3154554000,-0.6442723800,12.6881865753
554671.4989035000,0.0055241404,-0.0112201389,0.2142072168,0.3165099328,-0.6428666050,12.2731694648
554672.4989215001,0.0055059683,-0.0111957271,0.2430395852,0.3154687464,-0.6414679098,13.9251424874
554673.4989395000,0.0055788104,-0.0112082445,0.2421705759,0.3196422930,-0.6421851028,13.8753519192
554674.4989575000,0.0054940632,-0.0111954324,0.2016584249,0.3147866327,-0.6414510289,11.5541766525
554675.4989755000,0.0054815608,-0.0112136895,0.2044024160,0.3140703012,-0.6424970792,11.7113957572
554676.4989935000,0.0055179299,-0.0112080235,0.2072194739,0.3161540925,-0.6421724446,11.8728012902
554677.4990125000,0.0054814095,-0.0112078952,0.1978807522,0.3140616277,-0.6421650903,11.3377319497
554678.4990305000,0.0055118752,-0.0112020291,0.2324355161,0.3158071859,-0.6418289916,13.3175740787
554679.4990485000,0.0055053836,-0.0112142062,0.1979791629,0.3154352423,-0.6425266842,11.3433704630
554680.4990665000,0.0055303003,-0.0112022508,0.2001177511,0.3168628644,-0.6418416911,11.4659025452
554681.4990845000,0.0055058075,-0.0111893681,0.2037954396,0.3154595352,-0.6411035674,11.6766185707
554682.4991025000,0.0055300476,-0.0112018333,0.2307116072,0.3168483855,-0.6418177738,13.2188013781
554683.4991204999,0.0055302581,-0.0112263428,0.2219513810,0.3168604510,-0.6432220600,12.7168773876
554684.4991385000,0.0054933860,-0.0111896442,0.2299314897,0.3147478315,-0.6411193859,13.1741039344
554685.4991565000,0.0054812602,-0.0112445183,0.2173800249,0.3140530773,-0.6442634401,12.4549579744
554686.4991745000,0.0055243560,-0.0112020066,0.2091240398,0.3165222838,-0.6418276975,11.9819248773
554687.4991935000,0.0054934117,-0.0111775087,0.2224125141,0.3147493030,-0.6404240753,12.7432983685
554688.4992114999,0.0054751299,-0.0111954450,0.2078952460,0.3137018359,-0.6414517476,11.9115201746
554689.4992295000,0.0055058960,-0.0112078780,0.1937181340,0.3154646022,-0.6421641089,11.0992314948
554690.4992475000,0.0055181891,-0.0112078962,0.1987472917,0.3161689484,-0.6421651518,11.3873810068
554691.4992655000,0.0055181694,-0.0112202267,0.2388784118,0.3161678166,-0.6428716379,13.6867248124
554692.4992835000,0.0055183320,-0.0111836129,0.2190571628,0.3161771323,-0.6407738177,12.5510509022
554693.4993015000,0.0054873317,-0.0112137760,0.1645661260,0.3144009448,-0.6425020357,9.4289444727
554694.4993195001,0.0055178952,-0.0111593187,0.1911162192,0.3161521063,-0.6393818658,10.9501527579
554695.4993375000,0.0055303757,-0.0112013975,0.1877771312,0.3168671885,-0.6417928030,10.7588371040
554696.4993555000,0.0054812684,-0.0112324425,0.2127171535,0.3140535465,-0.6435715468,12.1877951260
554697.4993740000,0.0054814364,-0.0111893405,0.2207176281,0.3140631695,-0.6411019839,12.6461885525
554698.4993925000,0.0055181667,-0.0112265011,0.2177881416,0.3161676613,-0.6432311321,12.4783413394
