t(s),roll(rad),pitch(rad),yaw(rad),roll(deg),pitch(deg),yaw(deg)
555389.5018980000,0.0055182126,-0.0112371785,0.1883259714,0.3161702904,-0.6438429007,10.7902833348
555390.5019170000,0.0054994785,-0.0112131918,0.1939419489,0.3150969049,-0.6424685657,11.1120551422
555391.5019340001,0.0055243661,-0.0112376256,0.2109176468,0.3165228629,-0.6438685205,12.0846909873
555392.5019520000,0.0055179603,-0.0112253288,0.2190887087,0.3161558371,-0.6431639611,12.5528583457
555393.5019700000,0.0054938680,-0.0112132173,0.2269094713,0.3147754513,-0.6424700270,13.0009550376
555394.5019880000,0.0055175515,-0.0112196750,0.2061826284,0.3161324129,-0.6428400252,11.8133944151
555395.5020060000,0.0054875601,-0.0112246044,0.2278126447,0.3144140318,-0.6431224581,13.0527030612
555396.5020240000,0.0055181498,-0.0112131546,0.2185447617,0.3161666915,-0.6424664363,12.5216924797
555397.5020440000,0.0055057308,-0.0112009154,0.1860094461,0.3154551351,-0.6417651806,10.6575562085
555398.5020610000,0.0055055025,-0.0111951793,0.2251634676,0.3154420592,-0.6414365265,12.9009163964
555399.5020790000,0.0055239731,-0.0112375813,0.1992961966,0.3165003445,-0.6438659787,11.4188309392
555400.5020970000,0.0054813707,-0.0112255711,0.1935473084,0.3140594092,-0.6431778476,11.0894439076
555401.5021150000,0.0055481403,-0.0112013265,0.2123976412,0.3178850252,-0.6417887316,12.1694884202
555402.5021329999,0.0055241543,-0.0112067038,0.2203482999,0.3165107264,-0.6420968297,12.6250276044
555403.5021510000,0.0055420881,-0.0112623240,0.2049630844,0.3175382570,-0.6452836308,11.7435196914
555404.5021690000,0.0055118087,-0.0112134733,0.1859172025,0.3158033733,-0.6424846922,10.6522710414
555405.5021870000,0.0054934080,-0.0112008302,0.2168059561,0.3147490958,-0.6417602994,12.4220662576
555406.5022060000,0.0055180376,-0.0111829822,0.1846869034,0.3161602642,-0.6407376823,10.5817800977
555407.5022239999,0.0055359518,-0.0112133012,0.2168884898,0.3171866721,-0.6424748355,12.4267950878
555408.5022420000,0.0055364865,-0.0112312487,0.2166820159,0.3172173124,-0.6435031501,12.4149650064
555409.5022600000,0.0055544444,-0.0112317552,0.1775618705,0.3182462189,-0.6435321699,10.1735457835
555410.5022780000,0.0054872723,-0.0112191698,0.2214996941,0.3143975437,-0.6428110769,12.6909976348
555411.5022960000,0.0054935149,-0.0112193680,0.1530912462,0.3147552162,-0.6428224374,8.7714822851
555412.5023140000,0.0055178099,-0.0112253751,0.2040484074,0.3161472178,-0.6431666182,11.6911125609
555413.5023330001,0.0055487009,-0.0112194934,0.1933354279,0.3179171420,-0.6428296204,11.0773040482
555414.5023500000,0.0054999181,-0.0112066129,0.1816995512,0.3151220950,-0.6420916226,10.4106174257
555415.5023685000,0.0055117203,-0.0112072390,0.1996269843,0.3157983117,-0.6421274973,11.4377836767
555416.5023880000,0.0055606798,-0.0112073108,0.2060519913,0.3186034852,-0.6421316066,11.8059094638
555417.5024050000,0.0055238671,-0.0112194952,0.1999287021,0.3164942691,-0.6428297256,11.4550708358
555418.5024230001,0.0054994884,-0.0112070585,0.2225880244,0.3150974720,-0.6421171543,12.7533543670
555419.5024420000,0.0055056799,-0.0112255271,0.2214885641,0.3154522212,-0.6431753263,12.6903599329
555420.5024590000,0.0055055374,-0.0112194211,0.2062622444,0.3154440570,-0.6428254796,11.8179560773
555421.5024770000,0.0055179288,-0.0112069754,0.1979306833,0.3161540342,-0.6421123936,11.3405927886
555422.4999955001,0.0054745831,-0.0111956882,0.2077064147,0.3136705048,-0.6414656853,11.9007009423
555423.4975135000,0.0054811425,-0.0112133118,0.1988734481,0.3140463346,-0.6424754430,11.3946092311
555424.4975314999,0.0055059492,-0.0112319144,0.2140361145,0.3154676514,-0.6435412936,12.2633660237
555425.4975495000,0.0055296852,-0.0112376033,0.2151691140,0.3168276242,-0.6438672415,12.3282821118
555426.4975680000,0.0054934534,-0.0111945765,0.1691754741,0.3147516957,-0.6414019893,9.6930406614
555427.4975865000,0.0055300180,-0.0112500703,0.2089690338,0.3168466928,-0.6445815487,11.9730436862
555428.4976045000,0.0055116735,-0.0112131967,0.2347055667,0.3157956273,-0.6424688468,13.4476383981
555429.4976224999,0.0054812812,-0.0112254707,0.2273295824,0.3140542814,-0.6431720967,13.0250256298
555430.4976405000,0.0055237917,-0.0112193240,0.2072971252,0.3164899506,-0.6428199170,11.8772503807
555431.4976585000,0.0055243181,-0.0112620812,0.2029851430,0.3165201102,-0.6452697211,11.6301919990
555432.4976765000,0.0055061600,-0.0112373177,0.2117768305,0.3154797299,-0.6438508756,12.1339185849
555433.4976945000,0.0055117069,-0.0111705532,0.2213451900,0.3157975430,-0.6400255557,12.6821452006
555434.4977125000,0.0054689203,-0.0112132881,0.2141264174,0.3133460489,-0.6424740821,12.2685399998
555435.4977305001,0.0055113909,-0.0112013092,0.1980768821,0.3157794350,-0.6417877431,11.3489693658
555436.4977490000,0.0054751779,-0.0112374111,0.2160680841,0.3137045841,-0.6438562290,12.3797893065
555437.4977675000,0.0055360082,-0.0112075511,0.1776144169,0.3171899048,-0.6421453766,10.1765564717
555438.4977855000,0.0054874089,-0.0112313957,0.2166951027,0.3144053711,-0.6435115723,12.4157148285
555439.4978035000,0.0055121445,-0.0112309402,0.2242067028,0.3158226151,-0.6434854716,12.8460978068
555440.4978215001,0.0055119793,-0.0112375744,0.2105398920,0.3158131484,-0.6438655857,12.0630472289
555441.4978395000,0.0054933938,-0.0111827245,0.2138412113,0.3147482824,-0.6407229189,12.2521988907
555442.4978575000,0.0055057217,-0.0111885741,0.2101780200,0.3154546138,-0.6410580743,12.0423134922
555443.4978755000,0.0054813076,-0.0112194971,0.2015850764,0.3140557889,-0.6428298302,11.5499740899
555444.4978935000,0.0054810204,-0.0112134953,0.2158968677,0.3140393343,-0.6424859551,12.3699793295
555445.4979115000,0.0054998085,-0.0112431458,0.1884570734,0.3151158155,-0.6441848009,10.7977949224
555446.4979305000,0.0055177479,-0.0111888897,0.2036504439,0.3161436653,-0.6410761551,11.6683109303
555447.4979485000,0.0055238554,-0.0112135145,0.2191640970,0.3164935996,-0.6424870520,12.5571777801
555448.4979665000,0.0055114754,-0.0112501729,0.2290392356,0.3157842792,-0.6445874286,13.1229815453
555449.4979845000,0.0055056284,-0.0111948601,0.1992245631,0.3154492730,-0.6414182357,11.4147266393
555450.4980025000,0.0054812442,-0.0112255582,0.2340679026,0.3140521600,-0.6431771055,13.4111029400
555451.4980204999,0.0054871814,-0.0111889353,0.2270446177,0.3143923359,-0.6410787680,13.0086983560
555452.4980385000,0.0054754535,-0.0112003128,0.1941333126,0.3137203742,-0.6417306515,11.1230194724
555453.4980565000,0.0055362952,-0.0112133572,0.2278428842,0.3172063509,-0.6424780438,13.0544356542
555454.4980745000,0.0054873062,-0.0112252462,0.2247218748,0.3143994889,-0.6431592292,12.8756149927
555455.4980925000,0.0055056116,-0.0112132473,0.2379791294,0.3154483060,-0.6424717423,13.6351997293
555456.4981104999,0.0055241493,-0.0112011174,0.2191573702,0.3165104426,-0.6417767500,12.5567923635
555457.4981295000,0.0055298662,-0.0112072819,0.1822208523,0.3168379939,-0.6421299521,10.4404857786
555458.4981485000,0.0054751054,-0.0112189690,0.1811063516,0.3137004347,-0.6427995765,10.3766295912
555459.4981655000,0.0054571467,-0.0111824204,0.2057428976,0.3126714756,-0.6407054909,11.7881996976
555460.4981835000,0.0055362244,-0.0112499822,0.2286089260,0.3172022902,-0.6445764984,13.0983266178
555461.4982015000,0.0055423042,-0.0111890475,0.1952422209,0.3175506384,-0.6410852004,11.1865552382
555462.4982195001,0.0054811201,-0.0111765763,0.1973514725,0.3140450503,-0.6403706538,11.3074064571
555463.4982375000,0.0054932997,-0.0111827535,0.1987776437,0.3147428900,-0.6407245780,11.3891200474
555464.4982555000,0.0055114785,-0.0112133245,0.2102257737,0.3157844567,-0.6424761693,12.0450495793
555465.4982740000,0.0054997633,-0.0112067572,0.1809798298,0.3151132237,-0.6420998913,10.3693804241
555466.4982925000,0.0055240296,-0.0112072035,0.2142160530,0.3165035840,-0.6421254615,12.2736757392
555467.4983105001,0.0054810784,-0.0112317039,0.1917377610,0.3140426571,-0.6435292316,10.9857644779
555468.4983285000,0.0055236653,-0.0111949781,0.1961443303,0.3164827101,-0.6414249946,11.2382423032
555469.4983465000,0.0054874670,-0.0111946117,0.1964473147,0.3144087005,-0.6414040053,11.2556020272
555470.4983645000,0.0055056600,-0.0112013712,0.2012452139,0.3154510824,-0.6417912926,11.5305014030
555471.4983835000,0.0054937332,-0.0112433108,0.2126894690,0.3147677254,-0.6441942574,12.1862089224
555472.4984005000,0.0055058525,-0.0111764782,0.2261127218,0.3154621110,-0.6403650279,12.9553046519
555473.4984184999,0.0055179949,-0.0112438421,0.2030290914,0.3161578195,-0.6442246983,11.6327100532
555474.4984365000,0.0055423219,-0.0112254310,0.2382867388,0.3175516526,-0.6431698173,13.6528244479
555475.4984560000,0.0055059470,-0.0112253631,0.1988424346,0.3154675242,-0.6431659318,11.3928322903
555476.4984735000,0.0055118098,-0.0111888736,0.2186137434,0.3158034370,-0.6410752327,12.5256448378
555477.4984915000,0.0054933336,-0.0112072002,0.2215755343,0.3147448282,-0.6421252695,12.6953429603
555478.4985094999,0.0054937516,-0.0112491445,0.2128764164,0.3147687816,-0.6445285007,12.1969202199
555479.4985275000,0.0055179118,-0.0112316447,0.2323468541,0.3161530578,-0.6435258384,13.3124941235
555480.4985455000,0.0055178518,-0.0112254194,0.1849948649,0.3161496224,-0.6431691552,10.5994249927
555481.4985635000,0.0055242390,-0.0112009118,0.1760428230,0.3165155810,-0.6417649733,10.0865107725
555482.4985815000,0.0055176792,-0.0112195940,0.2158726652,0.3161397329,-0.6428353833,12.3685926262
555483.4985995000,0.0055059691,-0.0112191112,0.2171206342,0.3154687925,-0.6428077228,12.4400959872
555484.4986180000,0.0054813474,-0.0111701610,0.2047289148,0.3140580706,-0.6400030835,11.7301027649
555485.4986365000,0.0054936803,-0.0112375557,0.2160336205,0.3147646923,-0.6438645157,12.3778146885
555486.4986545000,0.0055176132,-0.0112073196,0.2160925230,0.3161359485,-0.6421321127,12.3811895514
555487.4986725000,0.0054754444,-0.0112253495,0.1924960051,0.3137198564,-0.6431651506,11.0292086677
555488.4986905000,0.0054936396,-0.0112132844,0.2049436319,0.3147623620,-0.6424738697,11.7424051480
555489.4987085001,0.0055419229,-0.0112193618,0.2164335681,0.3175287935,-0.6428220780,12.4007299989
555490.4987265000,0.0054874454,-0.0111950012,0.2046992102,0.3144074610,-0.6414263189,11.7284008163
555491.4987445000,0.0055180018,-0.0111882973,0.2051905585,0.3161582117,-0.6410422159,11.7565529987
555492.4987625000,0.0055239338,-0.0112316269,0.2020698018,0.3164980903,-0.6435248212,11.5777468089
555493.4987805000,0.0054690876,-0.0111947601,0.1927885497,0.3133556397,-0.6414125091,11.0459702347
555494.4987989999,0.0055482347,-0.0112135426,0.2099084876,0.3178904318,-0.6424886625,12.0268704241
555495.4988175000,0.0054810920,-0.0112193428,0.1940212242,0.3140434414,-0.6428209937,11.1165972832
555496.4988365000,0.0054997979,-0.0111950002,0.1835750889,0.3151152059,-0.6414262647,10.5180778179
555497.4988535000,0.0054995218,-0.0112190576,0.1927457737,0.3150993908,-0.6428046506,11.0435193535
555498.4988715000,0.0055361402,-0.0112193588,0.2173362539,0.3171974700,-0.6428219075,12.4524500829
555499.4988895000,0.0055236559,-0.0112075135,0.2051376601,0.3164821725,-0.6421432251,11.7535221443
555500.4989074999,0.0055177773,-0.0112315905,0.2109100322,0.3161453518,-0.6435227308,12.0842547012
555501.4989255000,0.0055362536,-0.0112317025,0.2214578601,0.3172039675,-0.6435291502,12.6886007235
555502.4989435000,0.0054690821,-0.0112009526,0.2432097062,0.3133553209,-0.6417673100,13.9348897037
555503.4989615000,0.0055546798,-0.0112073300,0.1846583934,0.3182597091,-0.6421327072,10.5801465913
555504.4989805000,0.0055547933,-0.0112249976,0.2310086082,0.3182662138,-0.6431449886,13.2358182824
555505.4989984999,0.0055238738,-0.0112134207,0.2176556492,0.3164946545,-0.6424816784,12.4707500856
555506.4990165000,0.0054812222,-0.0112254121,0.2103144514,0.3140508988,-0.6431687391,12.0501304363
555507.4990345000,0.0055298726,-0.0111951818,0.2363710700,0.3168383620,-0.6414366658,13.5430647073
555508.4990525000,0.0054875266,-0.0112252578,0.2012593726,0.3144121140,-0.6431598974,11.5313126357
555509.4990705000,0.0055241593,-0.0112009724,0.2122995937,0.3165110106,-0.6417684441,12.1638707139
555510.4990885000,0.0054935411,-0.0112128904,0.1883219742,0.3147567211,-0.6424512943,10.7900543129
555511.4991070000,0.0055242298,-0.0111885580,0.2278182218,0.3165150545,-0.6410571500,13.0530226045
555512.4991245000,0.0055056685,-0.0112071268,0.2245450535,0.3154515697,-0.6421210680,12.8654838741
555513.4991430000,0.0054996955,-0.0112313014,0.2269357887,0.3151093428,-0.6435061703,13.0024629103
555514.4991615000,0.0054875793,-0.0112008064,0.2432931822,0.3144151338,-0.6417589315,13.9396725256
555515.4991795000,0.0055239209,-0.0111891689,0.2178440153,0.3164973523,-0.6410921568,12.4815426679
555516.4991975001,0.0055116876,-0.0112191499,0.2156116273,0.3157964385,-0.6428099416,12.3536362604
555517.4992155000,0.0054754308,-0.0112187412,0.2155913339,0.3137190743,-0.6427865238,12.3524735313
555518.4992335000,0.0055179044,-0.0112315634,0.2249628276,0.3161526345,-0.6435211815,12.8894205676
555519.4992515000,0.0055059734,-0.0112131212,0.2157469599,0.3154690355,-0.6424645213,12.3613902442
555520.4992695000,0.0055177762,-0.0112009057,0.1938407598,0.3161452867,-0.6417646238,11.1062574350
555521.4992875000,0.0055240767,-0.0112193706,0.2313222979,0.3165062788,-0.6428225823,13.2537913788
555522.4993055000,0.0054871622,-0.0112254918,0.2068154606,0.3143912377,-0.6431733031,11.8496530325
555523.4993245000,0.0055118983,-0.0111708441,0.2005610839,0.3158085076,-0.6400422200,11.4913036403
555524.4993425000,0.0054814754,-0.0112063505,0.2057086039,0.3140654057,-0.6420765866,11.7862348112
555525.4993605000,0.0055178585,-0.0112010776,0.1829852246,0.3161500055,-0.6417744701,10.4842810835
555526.4993785000,0.0055301364,-0.0112254657,0.1989297980,0.3168534760,-0.6431718095,11.3978378421
555527.4993964999,0.0054934419,-0.0111951895,0.1908087618,0.3147510381,-0.6414371110,10.9325367477
555528.4994145000,0.0055299511,-0.0112132251,0.2406179500,0.3168428598,-0.6424704755,13.7863930125
555529.4994325000,0.0055298406,-0.0111891218,0.2265397454,0.3168365254,-0.6410894557,12.9797713050
555530.4994505000,0.0055118856,-0.0112189142,0.1930890219,0.3158077805,-0.6427964355,11.0631860224
555531.4994685000,0.0054934008,-0.0112131774,0.2037272014,0.3147486795,-0.6424677399,11.6727088104
555532.4994870001,0.0055179251,-0.0111826077,0.2026104173,0.3161538221,-0.6407162232,11.6087217939
555533.4995055000,0.0055180422,-0.0112192061,0.2048126367,0.3161605270,-0.6428131611,11.7348996715
555534.4995240000,0.0054997911,-0.0112315794,0.2151045971,0.3151148168,-0.6435220970,12.3245855662
555535.4995415000,0.0054994634,-0.0112252161,0.2059876201,0.3150960426,-0.6431575080,11.8022212648
555536.4995595000,0.0055424782,-0.0112132491,0.2245158767,0.3175606075,-0.6424718470,12.8638121711
555537.4995775000,0.0055056342,-0.0111888460,0.2569788247,0.3154496028,-0.6410736510,14.7238020783
555538.4995955001,0.0055238346,-0.0112011615,0.2282563853,0.3164924107,-0.6417792783,13.0781275226
555539.4996135000,0.0054693216,-0.0111763607,0.1895156956,0.3133690421,-0.6403582973,10.8584495122
555540.4996315000,0.0054995998,-0.0112192269,0.2103102236,0.3151038566,-0.6428143494,12.0498882018
555541.4996495000,0.0055242426,-0.0112804328,0.2228775843,0.3165157840,-0.6463211886,12.7699449258
555542.4996685000,0.0055300651,-0.0112439881,0.2152009210,0.3168493934,-0.6442330621,12.3301045208
555543.4996865001,0.0055179172,-0.0111883661,0.2209285020,0.3161533691,-0.6410461577,12.6582707367
555544.4997045000,0.0055423005,-0.0112072063,0.2034218251,0.3175504256,-0.6421256212,11.6552120393
555545.4997225000,0.0054997206,-0.0112007797,0.2276088891,0.3151107790,-0.6417574069,13.0410287257
555546.4997405000,0.0055177551,-0.0111706546,0.1974487584,0.3161440793,-0.6400313650,11.3129805239
555547.4997585000,0.0055052856,-0.0112135405,0.2022004265,0.3154296304,-0.6424885427,11.5852310556
555548.4997765000,0.0055242625,-0.0112132155,0.1866387722,0.3165169272,-0.6424699228,10.6936139426
555549.4997955000,0.0055297943,-0.0112439544,0.1902511702,0.3168338754,-0.6442311312,10.9005890981
555550.4998125000,0.0054877078,-0.0111821124,0.1929623134,0.3144224961,-0.6406878484,11.0559261654
555551.4998305000,0.0055056410,-0.0112131924,0.1996629233,0.3154499929,-0.6424685996,11.4398428292
555552.4998495000,0.0055178795,-0.0112256019,0.2059165533,0.3161512085,-0.6431796102,11.7981494366
555553.4998675000,0.0055117800,-0.0112011381,0.2071121039,0.3158017329,-0.6417779385,11.8666494411
555554.4998854999,0.0054568919,-0.0112007302,0.1814786867,0.3126568724,-0.6417545655,10.3979628192
555555.4999035000,0.0055055947,-0.0112193255,0.1849779242,0.3154473396,-0.6428200029,10.5984543600
555556.4999215000,0.0055059654,-0.0111576180,0.2105718521,0.3154685772,-0.6392844202,12.0648784094
555557.4999395000,0.0055119969,-0.0112068249,0.2204970239,0.3158141604,-0.6421037664,12.6335488671
555558.4999575000,0.0055361573,-0.0112072637,0.2057449232,0.3171984479,-0.6421289107,11.7883157582
555559.4999755000,0.0054996527,-0.0112314430,0.2055920950,0.3151068882,-0.6435142823,11.7795593420
555560.4999935001,0.0055179866,-0.0112009521,0.2216960664,0.3161573446,-0.6417672811,12.7022489399
555561.5000125000,0.0054873225,-0.0111890792,0.1878327890,0.3144004194,-0.6410870125,10.7620260650
555562.5000305000,0.0054875942,-0.0112553507,0.2092901624,0.3144159871,-0.6448840942,11.9914429993
555563.5000485000,0.0055302784,-0.0111887390,0.2263870800,0.3168616146,-0.6410675247,12.9710242191
555564.5000665000,0.0055119585,-0.0111947471,0.2187842979,0.3158119616,-0.6414117642,12.5354168951
555565.5000845001,0.0054996804,-0.0112316661,0.2102396439,0.3151084737,-0.6435270657,12.0458442822
555566.5001025000,0.0055360420,-0.0112194503,0.1965602679,0.3171918444,-0.6428271486,11.2620737706
555567.5001205000,0.0054996716,-0.0112069585,0.2381407259,0.3151079726,-0.6421114241,13.6444585247
555568.5001385000,0.0055120290,-0.0111953418,0.1848986023,0.3158159963,-0.6414458353,10.5939095506
555569.5001565000,0.0055118412,-0.0112247130,0.2419339900,0.3158052381,-0.6431286837,13.8617965452
555570.5001749999,0.0055058151,-0.0111948003,0.1989294026,0.3154599676,-0.6414148113,11.3978151920
555571.5001935000,0.0055364276,-0.0112437039,0.2030215969,0.3172139334,-0.6442167814,11.6322806545
555572.5002115000,0.0055119448,-0.0111702810,0.1946076306,0.3158111722,-0.6400099593,11.1501958928
555573.5002295000,0.0055426931,-0.0111767714,0.2163106285,0.3175729222,-0.6403818296,12.3936860787
555574.5002475000,0.0055116528,-0.0112129129,0.2077752480,0.3157944463,-0.6424525880,11.9046447955
555575.5002655000,0.0055057870,-0.0111948551,0.2179551411,0.3154583606,-0.6414179469,12.4879097107
555576.5002834999,0.0055426224,-0.0112068345,0.2155782815,0.3175688735,-0.6421043186,12.3517256843
555577.5003020000,0.0055058486,-0.0111826339,0.2189296264,0.3154618878,-0.6407177266,12.5437436053
555578.5003195000,0.0055060593,-0.0112680224,0.2186341515,0.3154739621,-0.6456101296,12.5268141408
555579.5003375000,0.0055057977,-0.0112194090,0.1823514192,0.3154589710,-0.6428247831,10.4479667078
555580.5003560000,0.0055054009,-0.0111949846,0.2095162703,0.3154362382,-0.6414253712,12.0043980265
555581.5003744999,0.0055121343,-0.0112373679,0.2076774090,0.3158220312,-0.6438537524,11.8990390331
555582.5003925000,0.0054998396,-0.0112127208,0.1885115076,0.3151175978,-0.6424415785,10.8009137766
555583.5004105000,0.0054752094,-0.0112070779,0.2062529284,0.3137063903,-0.6421182646,11.8174223071
555584.5004285000,0.0055301109,-0.0112011269,0.2148925107,0.3168520127,-0.6417772997,12.3124339139
555585.5004465000,0.0055115758,-0.0112192160,0.2075245966,0.3157900294,-0.6428137278,11.8902835299
555586.5004645000,0.0055062045,-0.0112189517,0.2048808515,0.3154822813,-0.6427985802,11.7388080949
555587.5004825001,0.0054996368,-0.0112196520,0.2194758636,0.3151059747,-0.6428387066,12.5750406910
555588.5005005000,0.0054935721,-0.0112313376,0.1760752929,0.3147584972,-0.6435082455,10.0883711600
555589.5005190000,0.0054814300,-0.0111882577,0.1882488422,0.3140628062,-0.6410399469,10.7858641574
555590.5005375000,0.0055300804,-0.0112132471,0.2227951881,0.3168502648,-0.6424717352,12.7652239729
555591.5005555000,0.0055179964,-0.0111828480,0.1902893931,0.3161579030,-0.6407299956,10.9027791079
555592.5005735001,0.0054995593,-0.0112253880,0.1940263033,0.3151015374,-0.6431673546,11.1168882933
555593.5005915000,0.0054934237,-0.0111950031,0.2273722471,0.3147499920,-0.6414264272,13.0274701394
555594.5006095000,0.0055182765,-0.0112010370,0.2214750485,0.3161739525,-0.6417721447,12.6895855487
555595.5006275000,0.0055116783,-0.0112125545,0.2110633366,0.3157959041,-0.6424320495,12.0930383974
555596.5006455000,0.0055300985,-0.0111888412,0.1989488237,0.3168513026,-0.6410733805,11.3989279354
555597.5006635000,0.0054934727,-0.0112376195,0.2093379190,0.3147527979,-0.6438681687,11.9941792504
555598.5006815000,0.0055240469,-0.0111827128,0.2141879524,0.3165045710,-0.6407222491,12.2720656936
555599.5007005000,0.0055055505,-0.0112132957,0.2057817406,0.3154448078,-0.6424745199,11.7904252349
555600.5007185000,0.0055238872,-0.0112013381,0.2020922261,0.3164954210,-0.6417893958,11.5790316252
555601.5007365000,0.0054809424,-0.0112006890,0.2263124284,0.3140348646,-0.6417522086,12.9667469983
555602.5007545000,0.0055185739,-0.0111883972,0.1937764971,0.3161909935,-0.6410479380,11.1025754540
555603.5007724999,0.0054688873,-0.0111703040,0.1944749312,0.3133441594,-0.6400112766,11.1425927801
555604.5007905000,0.0054872506,-0.0112011432,0.2012052956,0.3143963016,-0.6417782335,11.5282142548
555605.5008085000,0.0054933831,-0.0112071210,0.1884575933,0.3147476656,-0.6421207313,10.7978247140
555606.5008265000,0.0055120820,-0.0112377920,0.1872839089,0.3158190367,-0.6438780546,10.7305775510
555607.5008445000,0.0054932595,-0.0112435122,0.2014339659,0.3147405874,-0.6442057942,11.5413160943
555608.5008624999,0.0055057633,-0.0111702293,0.1989158391,0.3154570012,-0.6400069932,11.3970380580
555609.5008815000,0.0054814715,-0.0112007668,0.1732391314,0.3140651849,-0.6417566671,9.9258710765
555610.5008995000,0.0054996798,-0.0111886931,0.2253356457,0.3151084439,-0.6410648932,12.9107814726
555611.5009175000,0.0054753316,-0.0112249631,0.2151607591,0.3137133939,-0.6431430124,12.3278034151
555612.5009355000,0.0054692702,-0.0111888465,0.1951999490,0.3133660982,-0.6410736834,11.1841332361
555613.5009535000,0.0054870802,-0.0112376236,0.1888624910,0.3143865394,-0.6438684065,10.8210236433
555614.5009715001,0.0054876032,-0.0112376533,0.2040481017,0.3144165042,-0.6438701058,11.6910950428
555615.5009895000,0.0055304553,-0.0111944206,0.2229060469,0.3168717487,-0.6413930554,12.7715757157
555616.5010075000,0.0055116714,-0.0111827581,0.2491455985,0.3157955112,-0.6407248427,14.2749912757
555617.5010255000,0.0055238863,-0.0112014301,0.2070614413,0.3164953719,-0.6417946710,11.8637466849
555618.5010440000,0.0054995560,-0.0112375347,0.2028844943,0.3151013466,-0.6438633119,11.6244252532
555619.5010625001,0.0055056895,-0.0112436895,0.2124199113,0.3154527709,-0.6442159533,12.1707643999
555620.5010805000,0.0054997803,-0.0111586996,0.2080238413,0.3151142007,-0.6393463930,11.9188881464
555621.5010985000,0.0054871562,-0.0112125901,0.2097346143,0.3143908931,-0.6424340914,12.0169082157
555622.5011165000,0.0054993779,-0.0111828329,0.2197131754,0.3150911453,-0.6407291309,12.5886376557
555623.5011345000,0.0054935485,-0.0111947746,0.2232075957,0.3147571442,-0.6414133350,12.7888531890
555624.5011525000,0.0054936482,-0.0112070398,0.2179771490,0.3147628583,-0.6421160792,12.4891706695
555625.5011720000,0.0055176932,-0.0111950429,0.2003455080,0.3161405344,-0.6414287073,11.4789520531
555626.5011885000,0.0054933723,-0.0112193746,0.1953073141,0.3147470481,-0.6428228129,11.1902848076
555627.5012065000,0.0054995417,-0.0111823755,0.1905397358,0.3151005262,-0.6407029202,10.9171226902
555628.5012255000,0.0055240906,-0.0112011922,0.1942658789,0.3165070763,-0.6417810413,11.1306149635
555629.5012459999,0.0055119398,-0.0112253340,0.1812419224,0.3158108868,-0.6431642641,10.3843972240
555630.5012610001,0.0054691106,-0.0112130652,0.2182001772,0.3133569524,-0.6424613136,12.5019492433
555631.5012790000,0.0054570061,-0.0112313659,0.2343639409,0.3126634165,-0.6435098665,13.4280646827
555632.5012970000,0.0055117144,-0.0112070060,0.2196503859,0.3157979714,-0.6421141439,12.5850400779
555633.5013150000,0.0054813490,-0.0112256504,0.2029462152,0.3140581617,-0.6431823911,11.6279615964
555634.5013335000,0.0054934861,-0.0111820410,0.2219334469,0.3147535702,-0.6406837546,12.7158498401
555635.5013510000,0.0055118588,-0.0112437259,0.2121005913,0.3158062454,-0.6442180385,12.1524687124
555636.5013689999,0.0055056425,-0.0112073424,0.2190017797,0.3154500800,-0.6421334185,12.5478776836
555637.5013880000,0.0055178775,-0.0111950357,0.2285220547,0.3161510919,-0.6414282964,13.0933492577
555638.5014060000,0.0055238642,-0.0112009426,0.2232684867,0.3164941051,-0.6417667395,12.7923419847
555639.5014240000,0.0054631036,-0.0112129679,0.1896507428,0.3130127793,-0.6424557365,10.8661871443
555640.5014420000,0.0055118881,-0.0112009959,0.1900025573,0.3158079238,-0.6417697940,10.8863446280
555641.5014599999,0.0054997387,-0.0112249701,0.2047797176,0.3151118160,-0.6431434091,11.7330135476
555642.5014780000,0.0055363091,-0.0112072409,0.2254035135,0.3172071461,-0.6421276022,12.9146700108
555643.5014960000,0.0055483116,-0.0112195519,0.2017840648,0.3178948393,-0.6428329732,11.5613752833
555644.5015140000,0.0054874653,-0.0112131547,0.2296550431,0.3144086037,-0.6424664402,13.1582647107
555645.5015320000,0.0055116197,-0.0111826689,0.2443934675,0.3157925462,-0.6407197307,14.0027142287
555646.5015500000,0.0054997488,-0.0111887405,0.1917696675,0.3151123935,-0.6410676100,10.9875925854
555647.5015695000,0.0055122314,-0.0112309825,0.2453465462,0.3158275937,-0.6434878962,14.0573216133
555648.5015870000,0.0055183308,-0.0112250789,0.2353112419,0.3161770674,-0.6431496450,13.4823410322
555649.5016050000,0.0054750624,-0.0112254602,0.1949747965,0.3136979683,-0.6431714900,11.1712329533
555650.5016230000,0.0055241021,-0.0112009388,0.2089999208,0.3165077349,-0.6417665183,11.9748133819
555651.5016410000,0.0054691856,-0.0112010115,0.2313765954,0.3133612498,-0.6417706833,13.2569023956
555652.5016590001,0.0055180864,-0.0112435156,0.2095767360,0.3161630634,-0.6442059923,12.0078624558
555653.5016770000,0.0054996655,-0.0112069261,0.2087216847,0.3151076232,-0.6421095683,11.9588716250
555654.5016950000,0.0055242851,-0.0111884865,0.1884036056,0.3165182209,-0.6410530578,10.7947314438
555655.5017130000,0.0054933775,-0.0111949214,0.2116567320,0.3147473481,-0.6414217470,12.1270374480
555656.5017320000,0.0055058008,-0.0112132886,0.2558609680,0.3154591508,-0.6424741136,14.6597536067
